lang,severity,f1,em,chrf,bleu
de,Major,0.8000000000000002,False,79.67290664116794,66.87403049764218
de,Major,0.5,False,47.36402486402487,49.99999999999999
de,Major,0.5714285714285715,False,48.21486489774227,22.31301601484299
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.25,False,30.183077616977954,10.682175159905853
de,Neutral,0,False,0.0,0.0
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0,False,97.27748649210861,0.0
de,Neutral,0.7692307692307692,False,86.97357106344,45.48019047027906
de,Neutral,0,False,49.64779516774448,0.0
de,Neutral,0,False,61.27675319725883,0.0
de,Neutral,0,False,0.0,0.0
de,Neutral,0,False,90.21205646205644,0.0
de,Neutral,0.6666666666666665,False,67.9536971746135,39.76353643835254
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.8571428571428571,False,85.1644565658285,71.65313105737896
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.6666666666666666,False,24.926807998172798,36.78794411714425
de,Neutral,0.6666666666666666,False,24.926807998172798,36.78794411714425
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.7142857142857143,False,65.83108271499675,44.932896411722176
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.5,False,33.83692658174871,13.533528323661276
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.75,False,81.96594141676226,41.11336169005198
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.6666666666666666,False,79.70238095238096,55.03212081491043
de,Neutral,0.5,False,83.733671407158,49.99999999999999
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0,False,20.713591892373948,0.0
de,Neutral,0.6666666666666666,False,93.46837666690608,55.03212081491043
de,Neutral,0,False,8.884955638089343,0.0
de,Neutral,0.7692307692307692,False,78.05994005337101,64.31870218238025
de,Neutral,0.25,False,48.10895231353429,10.682175159905853
de,Neutral,0.4,False,5.987287166702918,30.326532985631665
de,Minor,0.631578947368421,False,82.69045695868864,20.90067144241744
de,Major,0.631578947368421,False,82.69045695868864,20.90067144241744
de,Minor,0.631578947368421,False,82.69045695868864,20.90067144241744
de,Minor,0.5454545454545454,False,78.46004194483469,32.55563013321615
de,Major,0.5454545454545454,False,78.46004194483469,32.55563013321615
de,Minor,0.5454545454545454,False,78.46004194483469,32.55563013321615
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.5714285714285715,False,59.685845348715674,22.31301601484299
de,Major,0.5714285714285715,False,59.685845348715674,22.31301601484299
de,Minor,0.5714285714285715,False,59.685845348715674,22.31301601484299
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.6666666666666666,False,59.805794018204374,36.78794411714425
de,Neutral,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.888888888888889,False,74.1779865930829,49.76093899250716
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0,False,8.256614442801338,0.0
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.6666666666666666,False,83.87393801293894,49.99999999999999
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.5454545454545454,False,68.21971868118717,14.535768424205482
de,Minor,0,False,18.65115825815792,0.0
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.8,False,98.79023654003473,55.03212081491043
de,Minor,0,False,0.0,0.0
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.8,False,76.10249796742268,60.653065971263366
de,Neutral,0,False,47.91666666666667,0.0
de,Neutral,0.6666666666666666,False,74.8128535586888,55.03212081491043
de,Neutral,0,False,76.7412124116884,0.0
de,Neutral,0,False,76.7412124116884,0.0
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.5,False,52.86737475694003,13.533528323661276
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0,False,8.36367070093383,0.0
de,Neutral,0.18181818181818182,False,23.916449523535896,7.545383788761362
de,Neutral,0.6666666666666665,False,58.98772674630987,27.534765745159184
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.5454545454545454,False,72.24128954818428,32.55563013321615
de,Neutral,0.25,False,6.222403814029924,6.7667641618306344
de,Neutral,1.0,True,100.0,100.00000000000004
de,Minor,0.8888888888888888,False,94.7660659615889,59.694917920196445
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Major,0.6666666666666666,False,94.44176848998377,31.947155212313625
de,Major,0.6666666666666666,False,94.44176848998377,31.947155212313625
de,Major,0.5714285714285715,False,88.77401574073438,21.3643503198117
de,Major,0.5714285714285715,False,88.77401574073438,21.3643503198117
de,Major,0.6666666666666666,False,96.2106285583297,55.03212081491043
de,Major,0.6666666666666666,False,96.2106285583297,55.03212081491043
de,Major,0.25,False,36.32887164812564,4.02724819242185
de,Major,0.25,False,36.32887164812564,4.02724819242185
de,Major,0,False,15.457119181968984,0.0
de,Major,0,False,15.457119181968984,0.0
de,Major,0,False,18.101704882745693,0.0
de,Major,0,False,18.101704882745693,0.0
de,Major,0,False,0.0,0.0
de,Major,0,False,0.0,0.0
de,Major,0,False,0.0,0.0
de,Major,0,False,0.0,0.0
de,Neutral,0.9411764705882353,False,95.3011316864275,82.82477531331043
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.3333333333333333,False,73.02223678554566,27.516060407455225
de,Minor,0.7272727272727272,False,70.84565037865885,32.46679154750989
de,Major,0.7272727272727272,False,70.84565037865885,32.46679154750989
de,Minor,0.5,False,94.23037782364409,49.99999999999999
de,Major,0.5,False,94.23037782364409,49.99999999999999
de,Minor,0,False,85.90608465608466,0.0
de,Major,0,False,85.90608465608466,0.0
de,Minor,0,False,54.333333333333336,0.0
de,Major,0,False,54.333333333333336,0.0
de,Minor,0.28571428571428575,False,62.66186958729997,19.716118825581447
de,Major,0.28571428571428575,False,62.66186958729997,19.716118825581447
de,Minor,0.5,False,94.23037782364409,49.99999999999999
de,Major,0.5,False,94.23037782364409,49.99999999999999
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Minor,0.8333333333333333,False,81.93347165199366,47.39878501170795
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,1.0,True,100.0,100.00000000000004
de,Minor,0.5714285714285715,False,51.925663212382474,22.31301601484299
de,Minor,0,False,10.606060606060606,0.0
de,Neutral,0,False,75.44853294853296,0.0
de,Neutral,0.6666666666666665,False,47.00052128971196,27.534765745159184
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0,False,64.81166835924758,0.0
de,Neutral,0.8,False,82.47762218711755,60.653065971263366
de,Neutral,0.8,False,82.47762218711755,60.653065971263366
de,Neutral,0.8,False,82.47762218711755,60.653065971263366
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0.7999999999999999,False,84.71664474767326,68.037493331712
de,Neutral,0.25,False,46.85607472411928,14.127216461522432
de,Neutral,0.5,False,76.27030514556776,49.99999999999999
de,Neutral,0.6666666666666666,False,89.19521318276841,41.11336169005198
de,Neutral,0,False,0.0,0.0
de,Neutral,0,False,87.97602256699577,0.0
de,Neutral,0.75,False,62.00975764219857,59.460355750136046
de,Neutral,1.0,True,100.0,100.00000000000004
de,Neutral,0,False,3.546099290780142,0.0
de,Neutral,0,False,12.219381743416074,0.0
de,Major,0,False,12.219381743416074,0.0
de,Neutral,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Neutral,1.0,True,100.0,100.00000000000004
de,Major,1.0,True,100.0,100.00000000000004
de,Neutral,0.5,False,63.58432563790946,26.654295575896295
de,Major,0.5,False,63.58432563790946,26.654295575896295
de,Neutral,0.75,False,82.97912518450275,35.35533905932737
